SİPARİŞ NUMARASI,TEDARİKÇİ,TEDARİKÇİ KODU,AÇIKLAMA,MİKTAR,RENK,SİPARİŞ TARİHİ,TESLİM ALMA TARİHİ,DURUMU,Montaj Plan,Tamamlayıcı Plan
144667,SOLE_ALUMINYUM,SL10169-08-1064_IM,EVYE GOFRAJ ARKASI ALM.PRF 1064 MM,1.0,,14.11.2025,,,1-5 Aralık 2025,
144821,SOLE_ALUMINYUM,SL-200-ANT-746_IM,SL-200-ANT ENT KULP ANTRASIT 746 MM,2.0,,14.11.2025,,,1-5 Aralık 2025,
144821,SOLE_ALUMINYUM,SL-200-ANT-596_IM,SL-200-ANT ENT KULP ANTRASIT 596 MM,7.0,,14.11.2025,,,1-5 Aralık 2025,
144821,SOLE_ALUMINYUM,SL-200-ANT-896_IM,SL-200-ANT ENT KULP ANTRASIT 896 MM,6.0,,14.11.2025,,,1-5 Aralık 2025,
144821,SOLE_ALUMINYUM,SL-200-ANT-446_IM,SL-200-ANT ENT KULP ANTRASIT 446 MM,2.0,,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,ZD3F_03_FRC_SL8811_9005M_MS_596x610,,1.0,,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL5008-02-943_IM,SEHIM PROFILI SL 5008-02 943MM,2.0,,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794_MP,SL8794 ZYUP-KULP PROFILI-L,5.5,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-D_MP,SL8794-D YATAY L PROFIL IC KAPAMA SOL,5.0,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-C_MP,SL8794-C YATAY L PROFIL IC KAPAMA SAG,5.0,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-B_MP,SL8794-B YATAY L PROFIL DIS KAPAMA SOL,5.0,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-A_MP,SL8794-A YATAY L PROFIL DIS KAPAMA SAG,5.0,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-D_MP,SL8794-D YATAY L PROFIL IC KAPAMA SOL,2.0,ZML_M004_Mat Lake Vizon,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-C_MP,SL8794-C YATAY L PROFIL IC KAPAMA SAG,2.0,ZML_M004_Mat Lake Vizon,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-B_MP,SL8794-B YATAY L PROFIL DIS KAPAMA SOL,2.0,ZML_M004_Mat Lake Vizon,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8794-A_MP,SL8794-A YATAY L PROFIL DIS KAPAMA SAG,2.0,ZML_M004_Mat Lake Vizon,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL9142_MP,SL9142 BAG ELM IC KOSE L DONUS YATAY,6.0,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8795-B_MP,SL8795-B YATAY U PROFIL IC KAPAMA,8.0,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8795-A_MP,SL8795-A YATAY U PROFIL DIS KAPAMA,8.0,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8795_MP,SL8795 ZYAP- SOLE KULP PROFILI-U,3.0,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8795-B_MP,SL8795-B YATAY U PROFIL IC KAPAMA,2.0,ZML_M004_Mat Lake Vizon,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8795-A_MP,SL8795-A YATAY U PROFIL DIS KAPAMA,2.0,ZML_M004_Mat Lake Vizon,14.11.2025,,,1-5 Aralık 2025,
144535,SOLE_ALUMINYUM,SL8792_MP,SL8792 ZBDSP-DIKEY BOYDOLAP GOLA PRF-L,1.7,ZML_M028_Mat Lake Haki,14.11.2025,,,1-5 Aralık 2025,
144753,SOLE_ALUMINYUM,ND5O_05_OC_SL8811_04B_446x1249_CTU3M_R,ND5O_20*20 DAR PROFIL_KULP SL8798_05_OC_SL8811_04B SATINE BRONZ_446x1249_CTU3M_R,1.0,,14.11.2025,,,22-26 Aralık 2025,
144802,SOLE_ALUMINYUM,SL9142_MP,SL9142 BAG ELM IC KOSE L DONUS YATAY,1.0,ZML_M026_Mat Lake Baltik Gri,14.11.2025,,,15-19 Aralık 2025,
144802,SOLE_ALUMINYUM,SL8794-D_MP,SL8794-D YATAY L PROFIL IC KAPAMA SOL,1.0,ZML_M026_Mat Lake Baltik Gri,14.11.2025,,,15-19 Aralık 2025,
144802,SOLE_ALUMINYUM,SL8794-C_MP,SL8794-C YATAY L PROFIL IC KAPAMA SAG,1.0,ZML_M026_Mat Lake Baltik Gri,14.11.2025,,,15-19 Aralık 2025,
144802,SOLE_ALUMINYUM,SL8794-B_MP,SL8794-B YATAY L PROFIL DIS KAPAMA SOL,1.0,ZML_M026_Mat Lake Baltik Gri,14.11.2025,,,15-19 Aralık 2025,
144802,SOLE_ALUMINYUM,SL8794-A_MP,SL8794-A YATAY L PROFIL DIS KAPAMA SAG,1.0,ZML_M026_Mat Lake Baltik Gri,14.11.2025,,,15-19 Aralık 2025,
144802,SOLE_ALUMINYUM,SL9142_MP,SL9142 BAG ELM IC KOSE L DONUS YATAY,1.0,ZML_M026_Mat Lake Baltik Gri,14.11.2025,,,15-19 Aralık 2025,
TOPLU SİPARİŞ,SPAX,SP6316,VIDA YHB 6.3 X 16,3000.0,,05.11.2025,,,,
TOPLU SİPARİŞ,SPAX,SP5550,VIDA YSB 5.5 X 50,2000.0,,05.11.2025,,,,
TOPLU SİPARİŞ,SPAX,SP3530,VIDA YHB 3.5 X 30,30000.0,,05.11.2025,,,,
TOPLU SİPARİŞ,SPAX,SP3516,VIDA YHB 3.5 X 16,30000.0,,05.11.2025,,,,
TOPLU SİPARİŞ,SPAX,SP3535,VIDA YHB 3.5 X 35,3000.0,,05.11.2025,,,,
TOPLU SİPARİŞ,TAN,SOMAFIX_AYNASLKN,SILIKON SOMAFIX AYNA SİLİKONU 1. KALİTE,100.0,,05.11.2025,,,,
144519,TEMPO,21.283-02 SYH,Aydınlatmalı Metal Raf Siyah G90,4.0,,10.11.2025,,,8-12 Aralık 2025,
